signalID,zoneGroup,zone,corridor,subcorridor,agency,mainStreetName,sideStreetName,milepost,asOf,duplicate,include,modified,note,county,city,latitude,longitude,priority,classification
"61","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Peachtree St","Forsyth St/Carnegie Way","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75788,-84.38763,"Neutral","Other"
"61","Central Metro","District 7","Streetcar","","City of Atlanta","Peachtree St","Forsyth St/Carnegie Way","","2019-01-01T00:00:00","67","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75788,-84.38763,"Neutral","Other"
"63","Central Metro","District 7","Streetcar","","City of Atlanta","Luckie St","Ted Turner Dr/Spring St","","2018-11-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.7584,-84.39067,"Neutral","Other"
"63","Central Metro","District 7","Ted Turner Dr","","City of Atlanta","Luckie St","Ted Turner Dr/Spring St","","2018-03-01T00:00:00","69","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.7584,-84.39067,"Neutral","Other"
"64","Central Metro","District 7","Streetcar","","City of Atlanta","Luckie St","Cone St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75789,-84.39011,"Neutral","Other"
"64","Central Metro","District 7","Cone St","","City of Atlanta","Luckie St","Cone St","","2018-03-01T00:00:00","71","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75789,-84.39011,"Neutral","Other"
"65","Central Metro","District 7","Forsyth St","","City of Atlanta","Luckie St","Forsyth St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75686,-84.38907,"Neutral","Other"
"65","Central Metro","District 7","Streetcar","","City of Atlanta","Luckie St","Forsyth St","","2018-03-01T00:00:00","73","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75686,-84.38907,"Neutral","Other"
"66","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Peachtree St","Luckie St/Auburn Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75627,-84.38851,"Neutral","Other"
"66","Central Metro","District 7","Streetcar","","City of Atlanta","Peachtree St","Luckie St/Auburn Ave","","2019-01-01T00:00:00","75","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75627,-84.38851,"Neutral","Other"
"67","Central Metro","District 7","Pryor St - Downtown","","City of Atlanta","Auburn Ave","Park Place","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75573,-84.38786,"Neutral","Other"
"67","Central Metro","District 7","Streetcar","","City of Atlanta","Auburn Ave","Park Place","","2019-01-01T00:00:00","77","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75573,-84.38786,"Neutral","Other"
"68","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Auburn Ave","Peachtree Center Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75557,-84.38611,"Neutral","Other"
"68","Central Metro","District 7","Streetcar","","City of Atlanta","Auburn Ave","Peachtree Center Ave","","2019-01-01T00:00:00","79","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75557,-84.38611,"Neutral","Other"
"69","Central Metro","District 7","Courtland St","","City of Atlanta","Auburn Ave","Courtland St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75558,-84.38427,"High","Other"
"69","Central Metro","District 7","Streetcar","","City of Atlanta","Auburn Ave","Courtland St","","2019-01-01T00:00:00","81","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75558,-84.38427,"High","Other"
"70","Central Metro","District 7","Piedmont Ave - Downtown","","City of Atlanta","Auburn Ave","Piedmont Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75557,-84.38226,"High","Other"
"70","Central Metro","District 7","Streetcar","","City of Atlanta","Auburn Ave","Piedmont Ave","","2019-01-01T00:00:00","83","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75557,-84.38226,"High","Other"
"71","Central Metro","District 7","Jessie Hill Dr","","City of Atlanta","Auburn Ave","Jesse Hill Jr Dr","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75555,-84.38025,"Neutral","Other"
"71","Central Metro","District 7","Streetcar","","City of Atlanta","Auburn Ave","Jesse Hill Jr Dr","","2018-03-01T00:00:00","85","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75555,-84.38025,"Neutral","Other"
"72","Central Metro","District 7","Bell St","","City of Atlanta","Auburn Ave","Bell St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75554,-84.37942,"Neutral","Other"
"72","Central Metro","District 7","Streetcar","","City of Atlanta","Auburn Ave","Bell St","","2018-03-01T00:00:00","87","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75554,-84.37942,"Neutral","Other"
"73","Central Metro","District 7","Fort St","","City of Atlanta","Auburn Ave","Fort St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75553,-84.378,"Neutral","Other"
"73","Central Metro","District 7","Streetcar","","City of Atlanta","Auburn Ave","Fort St","","2018-03-01T00:00:00","89","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75553,-84.378,"Neutral","Other"
"74","Central Metro","District 7","Hilliard St","","City of Atlanta","Auburn Ave","Hilliard St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75552,-84.3766,"Neutral","Other"
"74","Central Metro","District 7","Streetcar","","City of Atlanta","Auburn Ave","Hilliard St","","2018-03-01T00:00:00","91","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75552,-84.3766,"Neutral","Other"
"75","Central Metro","District 7","Jackson St","","City of Atlanta","Auburn Ave","Jackson St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75549,-84.37438,"Low","Other"
"75","Central Metro","District 7","Streetcar","","City of Atlanta","Auburn Ave","Jackson St","","2018-03-01T00:00:00","93","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75549,-84.37438,"Low","Other"
"76","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Peachtree St NE","Woodruff Park Pedestrian Crossing/Poplar St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75566,-84.38886,"Neutral","Other"
"77","Central Metro","District 7","Centennial Olympic Park Dr","","City of Atlanta","Centennial Olympic Park Dr NW","Walton St NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75843,-84.39283,"Neutral","Other"
"78","Central Metro","District 7","Ted Turner Dr","","City of Atlanta","Walton St NW","Ted Turner Dr/Spring St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75752,-84.39191,"Low","Other"
"79","Central Metro","District 7","Cone St","","City of Atlanta","Walton St NW","Cone St NW","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75701,-84.39135,"Low","Other"
"80","Central Metro","District 7","Forsyth St","","City of Atlanta","Walton St NW","Forsyth St NW","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75597,-84.39031,"Low","Other"
"81","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Peachtree St","Walton St NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75493,-84.38928,"Neutral","Other"
"82","Central Metro","District 7","Pryor St - Downtown","","City of Atlanta","Edgewood Ave","Park Place","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75448,-84.38851,"Neutral","Other"
"82","Central Metro","District 7","Streetcar","","City of Atlanta","Edgewood Ave","Park Place","","2019-01-01T00:00:00","101","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75448,-84.38851,"Neutral","Other"
"83","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Edgewood Ave","Peachtree Center Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75451,-84.38641,"Neutral","Other"
"83","Central Metro","District 7","Streetcar","","City of Atlanta","Edgewood Ave","Peachtree Center Ave","","2019-01-01T00:00:00","103","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75451,-84.38641,"Neutral","Other"
"84","Central Metro","District 7","Courtland St","","City of Atlanta","Edgewood Ave","Courtland St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75449,-84.3843,"High","Other"
"84","Central Metro","District 7","Streetcar","","City of Atlanta","Edgewood Ave","Courtland St","","2019-01-01T00:00:00","105","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75449,-84.3843,"High","Other"
"85","Central Metro","District 7","Piedmont Ave - Downtown","","City of Atlanta","Edgewood Ave","Piedmont Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75444,-84.38232,"High","Other"
"85","Central Metro","District 7","Streetcar","","City of Atlanta","Edgewood Ave","Piedmont Ave","","2019-01-01T00:00:00","107","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75444,-84.38232,"High","Other"
"86","Central Metro","District 7","Streetcar","","City of Atlanta","Edgewood Ave","Jesse Hill Jr Dr","","2018-11-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75442,-84.38031,"Neutral","Other"
"86","Central Metro","District 7","Jessie Hill Dr","","City of Atlanta","Edgewood Ave","Jesse Hill Jr Dr","","2018-03-01T00:00:00","109","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75442,-84.38031,"Neutral","Other"
"87","Central Metro","District 7","Streetcar","","City of Atlanta","Edgewood Ave","Bell St/I-75/I-85 Ramp","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.7544,-84.37945,"Neutral","Other"
"87","Central Metro","District 7","Bell St","","City of Atlanta","Edgewood Ave","Bell St/I-75/I-85 Ramp","","2018-03-01T00:00:00","111","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.7544,-84.37945,"Neutral","Other"
"88","Central Metro","District 7","Fort St","","City of Atlanta","Edgewood Ave","Fort St/I-75/I-85 N Ramp","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75435,-84.37805,"Neutral","Other"
"88","Central Metro","District 7","Streetcar","","City of Atlanta","Edgewood Ave","Fort St/I-75/I-85 N Ramp","","2018-03-01T00:00:00","113","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75435,-84.37805,"Neutral","Other"
"89","Central Metro","District 7","Streetcar","","City of Atlanta","Edgewood Ave","Hilliard St","","2018-11-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75439,-84.37661,"Neutral","Other"
"89","Central Metro","District 7","Hilliard St","","City of Atlanta","Edgewood Ave","Hilliard St","","2018-03-01T00:00:00","115","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75439,-84.37661,"Neutral","Other"
"90","Central Metro","District 7","Streetcar","","City of Atlanta","Edgewood Ave","Jackson St","","2018-11-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75437,-84.37438,"Low","Other"
"90","Central Metro","District 7","Jackson St","","City of Atlanta","Edgewood Ave","Jackson St","","2018-03-01T00:00:00","117","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75437,-84.37438,"Low","Other"
"91","Central Metro","District 7","Baker St","","City of Atlanta","Baker St NW","Luckie St/Park Avenue West NW","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.76196,-84.39509,"Neutral","Other"
"92","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Marietta St NW","Baker St NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.76132,-84.39598,"Neutral","Other"
"93","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Marietta St NW","Park Avenue West NW/Foundry St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.76009,-84.39491,"Neutral","Other"
"94","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Marietta St NW","Andrew Young International Blvd NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75903,-84.39437,"Neutral","Other"
"95","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Marietta St NW","Centennial Olympic Park Dr NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75794,-84.39351,"Neutral","Other"
"95","Central Metro","District 7","Centennial Olympic Park Dr","","City of Atlanta","Marietta St NW","Centennial Olympic Park Dr NW","","2018-11-01T00:00:00","123","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75794,-84.39351,"Neutral","Other"
"96","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Marietta St NW","Ted Turner Dr/Spring St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75698,-84.39269,"Neutral","Other"
"96","Central Metro","District 7","Ted Turner Dr","","City of Atlanta","Marietta St NW","Ted Turner Dr/Spring St","","2019-01-01T00:00:00","125","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75698,-84.39269,"Neutral","Other"
"97","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Marietta St NW","Cone St NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.7564,-84.39209,"Neutral","Other"
"98","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Marietta St NW","Fairlie St NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75593,-84.3916,"Neutral","Other"
"99","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Marietta St NW","Forsyth St NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75544,-84.39106,"Neutral","Other"
"100","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Marietta St NW","Broad St NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75494,-84.39053,"Neutral","Other"
"101","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Peachtree St NE","Decatur St/Marietta St/Edgewood Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.7544,-84.38975,"Neutral","Other"
"102","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Decatur St SE","Park Pl/Pryor St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75389,-84.38901,"Neutral","Other"
"103","Central Metro","District 7","Centennial Olympic Park Dr","","City of Atlanta","Centennial Olympic Park Dr","S-CNN Deck Parking AND S-State Farm Arena Parking","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75708,-84.39463,"Neutral","Other"
"105","Central Metro","District 7","Centennial Olympic Park Dr","","City of Atlanta","Centennial Olympic Park Dr","Andrew Young International Blvd","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75552,-84.39803,"Neutral","Other"
"106","Central Metro","District 7","Centennial Olympic Park Dr","","City of Atlanta","Centennial Olympic Park Dr","Martin Luther King Jr Dr NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75456,-84.3986,"Neutral","Other"
"107","Central Metro","District 7","City of Atlanta - Isolated","","City of Atlanta","Pharr Rd NE","Maple Dr NE","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.83697,-84.37112,"Neutral","Other"
"108","Central Metro","District 7","Courtland St","","City of Atlanta","Gilmer St SE","Courtland St SE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.7535,-84.38532,"High","Other"
"109","Central Metro","District 7","Piedmont Ave - Downtown","","City of Atlanta","Gilmer St SE","Piedmont Ave SE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75263,-84.38416,"High","Other"
"110","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Hurt Plaza SE","Peachtree Center Ave SE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75386,-84.38699,"Low","Other"
"111","Central Metro","District 7","Courtland St","","City of Atlanta","GSU Pedestrian Crossing (Library)","Courtland St NE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75286,-84.38595,"High","Other"
"112","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Decatur St SE","Peachtree Center Ave/Central Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.7531,-84.38768,"Neutral","Other"
"113","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Decatur St SE","Collins St (below Courtland St)","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75231,-84.38654,"Neutral","Other"
"114","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Decatur St SE","Piedmont Ave SE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75149,-84.38541,"High","Other"
"115","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Decatur St SE","Jesse Hill Jr Dr NE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75063,-84.38423,"Neutral","Other"
"116","Central Metro","District 7","Marietta/Decatur","","City of Atlanta","Decatur St SE","Pratt St Se","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.74991,-84.3831,"Neutral","Other"
"117","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Peachtree St","Wall St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75366,-84.39031,"Low","Other"
"118","Central Metro","District 7","Pryor St - Downtown","","City of Atlanta","Pryor St SW","Wall St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75328,-84.3895,"Low","Other"
"119","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Wall St SE","Central Ave SW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75255,-84.38837,"Low","Other"
"120","Central Metro","District 7","Piedmont Ave - Downtown","","City of Atlanta","Piedmont Ave SE","GSU Pedestrian Crossing (GSU MARTA)","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75036,-84.38654,"High","Other"
"121","Central Metro","District 7","Forsyth St","","City of Atlanta","Forsyth St SW","Alabama St SW","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.7539,-84.39261,"Neutral","Other"
"122","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Peachtree St SW","Alabama St SW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75316,-84.39127,"Low","Other"
"123","Central Metro","District 7","Pryor St - Downtown","","City of Atlanta","Pryor St","Alabama St Pedestrian Crossing","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75251,-84.39011,"Low","Other"
"124","Central Metro","District 7","MLK Drive","","City of Atlanta","Ted Turner Dr/Spring St","Martin Luther King Dr NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75352,-84.39479,"Neutral","Other"
"124","Central Metro","District 7","Ted Turner Dr","","City of Atlanta","Ted Turner Dr/Spring St","Martin Luther King Dr NW","","2018-03-01T00:00:00","153","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75352,-84.39479,"Neutral","Other"
"125","Central Metro","District 7","Forsyth St","","City of Atlanta","Martin Luther King Jr Dr NW","Forsyth St NW","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75277,-84.39349,"Neutral","Other"
"125","Central Metro","District 7","MLK Drive","","City of Atlanta","Martin Luther King Jr Dr NW","Forsyth St NW","","2018-03-01T00:00:00","155","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75277,-84.39349,"Neutral","Other"
"126","Central Metro","District 7","MLK Drive","","City of Atlanta","Martin Luther King Jr Dr NW","Broad St NW","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75242,-84.3928,"Neutral","Other"
"127","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Martin Luther King Jr Dr NW","Peachtree St NW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75207,-84.39214,"Neutral","Other"
"127","Central Metro","District 7","MLK Drive","","City of Atlanta","Martin Luther King Jr Dr NW","Peachtree St NW","","2018-03-01T00:00:00","158","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75207,-84.39214,"Neutral","Other"
"128","Central Metro","District 7","MLK Drive","","City of Atlanta","Martin Luther King Jr Dr","Pryor St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75142,-84.39096,"Neutral","Other"
"128","Central Metro","District 7","Pryor St - Downtown","","City of Atlanta","Martin Luther King Jr Dr","Pryor St","","2019-01-01T00:00:00","160","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75142,-84.39096,"Neutral","Other"
"129","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Martin Luther King Jr Dr","Central Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75084,-84.38984,"Neutral","Other"
"129","Central Metro","District 7","MLK Drive","","City of Atlanta","Martin Luther King Jr Dr","Central Ave","","2018-11-01T00:00:00","162","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75084,-84.38984,"Neutral","Other"
"130","Central Metro","District 7","Courtland St","","City of Atlanta","Martin Luther King Jr Dr","Courtland St/Washington St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75005,-84.38845,"High","Other"
"131","Central Metro","District 7","MLK Drive","","City of Atlanta","Martin Luther King Jr Dr NW","Capitol Ave/Piedmont Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.74939,-84.38728,"High","Other"
"131","Central Metro","District 7","Piedmont Ave - Downtown","","City of Atlanta","Martin Luther King Jr Dr NW","Capitol Ave/Piedmont Ave","","2019-01-01T00:00:00","165","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.74939,-84.38728,"High","Other"
"132","Central Metro","District 7","MLK Drive","","City of Atlanta","Martin Luther King Jr Dr NW","Jesse Hill Jr Dr/I-75 Ramp/I-85 Ramp","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.74867,-84.38625,"High","Other"
"133","Central Metro","District 7","Mitchell St","","City of Atlanta","Mitchell St SW","Ted Turner Dr/Spring St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75241,-84.39566,"Neutral","Other"
"133","Central Metro","District 7","Ted Turner Dr","","City of Atlanta","Mitchell St SW","Ted Turner Dr/Spring St","","2018-03-01T00:00:00","168","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75241,-84.39566,"Neutral","Other"
"134","Central Metro","District 7","City of Atlanta - Isolated","","City of Atlanta","Pharr Rd NE","Grandview Ave NE","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.83701,-84.37634,"Neutral","Other"
"135","Central Metro","District 7","Monroe Dr","","City of Atlanta","Monroe Dr NE","Cumberland Rd NE (PHB)","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.79617,-84.36815,"Neutral","Other"
"136","Central Metro","District 7","City of Atlanta - Isolated","","City of Atlanta","East Paces Ferry Rd NE","Grandview Ave NE","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.83905,-84.37643,"Neutral","Other"
"137","Central Metro","District 7","West Paces Ferry Rd","","City of Atlanta","West Paces Ferry Rd NW","East Andrews Dr/Slaton Dr","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.84166,-84.38459,"Neutral","Other"
"138","Central Metro","District 7","West Paces Ferry Rd","","City of Atlanta","West Paces Ferry Rd NW","Paces Ferry Pl NW","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.84044,-84.38222,"Neutral","Other"
"139","Central Metro","District 7","City of Atlanta - Isolated","","City of Atlanta","E Paces Ferry Rd","Maple Dr","","2021-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.83846,-84.37167,"Neutral","Other"
"144","Central Metro","District 7","Forsyth St","","City of Atlanta","Mitchell St SW","Forsyth St SW","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75168,-84.39434,"Neutral","Other"
"144","Central Metro","District 7","Mitchell St","","City of Atlanta","Mitchell St SW","Forsyth St SW","","2018-03-01T00:00:00","176","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75168,-84.39434,"Neutral","Other"
"145","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Mitchell St SW","Peachtree St SW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75095,-84.39303,"Neutral","Other"
"145","Central Metro","District 7","Mitchell St","","City of Atlanta","Mitchell St SW","Peachtree St SW","","2018-03-01T00:00:00","178","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75095,-84.39303,"Neutral","Other"
"146","Central Metro","District 7","Mitchell St","","City of Atlanta","Mitchell St SW","Pryor St SW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75032,-84.39185,"Neutral","Other"
"146","Central Metro","District 7","Pryor St - Downtown","","City of Atlanta","Mitchell St SW","Pryor St SW","","2019-01-01T00:00:00","180","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75032,-84.39185,"Neutral","Other"
"147","Central Metro","District 7","Peachtree St - Downtown","","City of Atlanta","Mitchell St SW","Central Ave SW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.74965,-84.39066,"Neutral","Other"
"147","Central Metro","District 7","Mitchell St","","City of Atlanta","Mitchell St SW","Central Ave SW","","2018-03-01T00:00:00","182","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.74965,-84.39066,"Neutral","Other"
"148","Central Metro","District 7","Courtland St","","City of Atlanta","Mitchell St SW","Washington St SW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.74889,-84.38934,"High","Other"
"149","Central Metro","District 7","Capitol Ave","","City of Atlanta","Capitol Sq SW","Capitol Ave SE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.74809,-84.38769,"High","Other"
"149","Central Metro","District 7","Piedmont Ave - Downtown","","City of Atlanta","Capitol Sq SW","Capitol Ave SE","","2019-01-01T00:00:00","185","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.74809,-84.38769,"High","Other"
"150","Central Metro","District 7","Ted Turner Dr","","City of Atlanta","Ted Turner Dr/Spring St","Nelson St SW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75174,-84.39616,"Neutral","Other"
"151","Central Metro","District 7","Ted Turner Dr","","City of Atlanta","Ted Turner Dr/Spring St","SR 14/SR 154/Peters St/Trinity Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Fulton","Atlanta",33.75058,-84.39706,"Neutral","Other"
